unitid,instnm,domain,source,status
224642,El Paso Community College,epcc.edu,google,ok
224660,Western Technical College,westerntech.edu,google,ok
224679,Western Technical College,westerntech.edu,google,ok
224712,Episcopal Theological Seminary of the Southwest,ssw.edu,google,ok
224758,Exposito School of Hair Design,expositoschoolofhair.com,placeholder,ok
224828,Fort Worth Beauty School,fortworthbeautyschoolinc.com,google,ok
224891,Frank Phillips College,fpctx.edu,google,ok
224961,Galveston College,gc.edu,wikipedia,ok
225043,Graham's Barber College,grahamsbarbercollege.com,google,ok
225070,Grayson College,grayson.edu,google,ok
225201,Hallmark University,hallmarkuniversity.edu,placeholder,ok
225247,Hardin-Simmons University,hsutx.edu,google,ok
225308,Trinity Valley Community College,tvcc.edu,google,ok
225371,Hill College,hillcollege.edu,google,ok
225399,Houston Christian University,hc.edu,google,ok
225414,University of Houston-Clear Lake,uhcl.edu,google,ok
225423,Houston Community College,hccs.edu,google,ok
225432,University of Houston-Downtown,uhd.edu,google,ok
225502,University of Houston-Victoria,uhv.edu,google,ok
225511,University of Houston,uh.edu,google,ok
225520,Howard College,howardcollege.edu,google,ok
225548,Howard Payne University,hputx.edu,google,ok
225575,Huston-Tillotson University,htu.edu,google,ok
225627,University of the Incarnate Word,uiw.edu,google,ok
225876,Jacksonville College-Main Campus,jacksonvillecollege.edu,google,ok
225885,Jarvis Christian University,jarvis.edu,google,ok
225991,KD Conservatory College of Film and Dramatic Arts,kdstudio.com,google,ok
226019,Kilgore College,kilgore.edu,google,ok
226091,Lamar University,lamar.edu,google,ok
226107,Lamar State College-Orange,lsco.edu,google,ok
226116,Lamar State College-Port Arthur,lamarpa.edu,duckduckgo,ok
226125,Laredo Beauty College Inc,,google-favicon-256,ok
226134,Laredo College,laredo.edu,placeholder,ok
226152,Texas A & M International University,tamiu.edu,google,ok
226204,Lee College,lee.edu,google,ok
226231,LeTourneau University,letu.edu,google,ok
226277,Lincoln College of Technology-Grand Prairie,lincolntech.edu,google,ok
226383,Lubbock Christian University,lcu.edu,google,ok
226408,College of the Mainland,com.edu,google,ok
226471,University of Mary Hardin-Baylor,go.umhb.edu,google,ok
226578,McLennan Community College,mclennan.edu,google,ok
226587,McMurry University,mcm.edu,google,ok
226675,Covenant School of Nursing and Allied Health,covenanthealth.org,google,ok
226806,Midland College,midland.edu,placeholder,ok
226833,Midwestern State University,msutexas.edu,duckduckgo,ok
226860,William Edge Institute,williamedgeinstitute.com,google,ok
226879,Wade College,wadecollege.edu,google,ok
226903,Southern Careers Institute-Austin,scitexas.edu,google,ok
227058,Tint School of Makeup & Cosmetology,tintcosmetologyschools.com,google,ok
227146,Navarro College,navarrocollege.edu,google,ok
227182,Lone Star College System,lonestar.edu,google,ok
227216,University of North Texas,unt.edu,placeholder,ok
227225,Northeast Texas Community College,ntcc.edu,google,ok
227289,Oblate School of Theology,ost.edu,google,ok
227298,Ocean Corporation,oceancorp.com,google,ok
227304,Odessa College,odessa.edu,google,ok
227313,Ogle School Hair Skin Nails-Arlington,ogleschool.edu,google,ok
227322,Ogle School Hair Skin Nails-Ft Worth,ogleschool.edu,google,ok
227331,Our Lady of the Lake University,ollusa.edu,wikipedia,ok
227368,The University of Texas Rio Grande Valley,utrgv.edu,google,ok
227377,Texas Southmost College,tsc.edu,duckduckgo,ok
227386,Panola College,panola.edu,google,ok
227401,Paris Junior College,parisjc.edu,wikipedia,ok
227429,Paul Quinn College,paulquinn.edu,google,ok
227526,Prairie View A & M University,pvamu.edu,google,ok
227687,Ranger College,rangercollege.edu,placeholder,ok
227748,Aviation Institute of Maintenance-Houston,aviationmaintenance.edu,google,ok
227757,Rice University,rice.edu,google,ok
227845,Saint Edward's University,stedwards.edu,google,ok
227854,St Philip's College,alamo.edu,placeholder,ok
227863,University of St Thomas,stthom.edu,google,ok
227881,Sam Houston State University,shsu.edu,google,ok
227924,San Antonio College,alamo.edu,placeholder,ok
227979,San Jacinto Community College,sanjac.edu,google,ok
228042,Schreiner University,schreiner.edu,google,ok
228088,Seguin Beauty School-Seguin,seguinbeautyschool.net,google,ok
228149,St. Mary's University,stmarytx.edu,wikipedia,ok
228158,South Plains College,southplainscollege.edu,wikipedia,ok
228185,South Texas Barber College Inc,southtexasbarbercollege.net,placeholder,ok
228194,South Texas College of Law Houston,stcl.edu,google,ok
228200,South Texas Vocational Technical Institute-Weslaco,stvt.edu,duckduckgo,ok
228219,Miller-Motte College-STVT-McAllen,stvt.edu,duckduckgo,ok
228246,Southern Methodist University,smu.edu,google,ok
228282,Southwest School of Business and Technical Careers-San Antonio,sws.edu,google,ok
228316,Southwest Texas College,swtjc.edu,google,ok
228325,Nelson University,nelson.edu,google,ok
228343,Southwestern University,southwestern.edu,google,ok
228431,Stephen F Austin State University,sfasu.edu,duckduckgo,ok
228459,Texas State University,txst.edu,google,ok
228468,Southwestern Adventist University,swau.edu,duckduckgo,ok
228486,Southwestern Christian College,swcc.edu,placeholder,ok
228501,Sul Ross State University,sulross.edu,google,ok
228529,Tarleton State University,tarleton.edu,google,ok
228547,Tarrant County College District,tccd.edu,google,ok
228608,Temple College,templejc.edu,placeholder,ok
228635,University of Texas Southwestern Medical Center,utsouthwestern.edu,wikipedia,ok
228644,The University of Texas Health Science Center at San Antonio,uthscsa.edu,wikipedia,ok
228653,The University of Texas Medical Branch at Galveston,utmb.edu,google,ok
228699,Texarkana College,texarkanacollege.edu,google,ok
228705,Texas A&M University-Kingsville,tamuk.edu,wikipedia,ok
228723,Texas A&M University-College Station,tamu.edu,google,ok
228732,Texas A & M University-System Office,tamus.edu,google,ok
228769,The University of Texas at Arlington,uta.edu,google,ok
228778,The University of Texas at Austin,utexas.edu,google,ok
228787,The University of Texas at Dallas,utdallas.edu,google,ok
228796,The University of Texas at El Paso,utep.edu,duckduckgo,ok
228802,The University of Texas at Tyler,uttyler.edu,google,ok
228866,Texas Chiropractic College Foundation Inc,txchiro.edu,google,ok
228875,Texas Christian University,tcu.edu,google,ok
228884,Texas College,texascollege.edu,wikipedia,ok
228909,University of North Texas Health Science Center,unthsc.edu,google,ok
228981,Texas Lutheran University,tlu.edu,google,ok
229018,The University of Texas Permian Basin,utpb.edu,google,ok
229027,The University of Texas at San Antonio,utsa.edu,google,ok
229063,Texas Southern University,tsu.edu,google,ok
229090,The University of Texas System Office,utsystem.edu,google,ok
229115,Texas Tech University,ttu.edu,google,ok
229160,Texas Wesleyan University,txwes.edu,placeholder,ok
229179,Texas Woman's University,twu.edu,google,ok
229267,Trinity University,new.trinity.edu,wikipedia,ok
229300,The University of Texas Health Science Center at Houston,uth.edu,google,ok
229337,Texas Tech University Health Sciences Center,ttuhsc.edu,placeholder,ok
229355,Tyler Junior College,tjc.edu,google,ok
229407,University of Houston-System Administration,uh.edu,google,ok
229416,Universal Technical Institute of Texas Inc.,uti.edu,google,ok
229425,UCAS University of Cosmetology Arts & Sciences-McAllen,ucastx.com,google,ok
229504,Vernon College,vernoncollege.edu,placeholder,ok
229522,Victoria Beauty & Barber College,victoriabeautyandbarbercollege.com,google,ok
229540,Victoria College,victoriacollege.edu,placeholder,ok
229656,Vogue College of Cosmetology-McAllen,vogue.edu,google,ok
229780,Wayland Baptist University,wbu.edu,google,ok
229799,Weatherford College,wc.edu,duckduckgo,ok
229814,West Texas A & M University,wtamu.edu,google,ok
229832,Western Texas College,wtc.edu,google,ok
229841,Wharton County Junior College,wcjc.edu,google,ok
229887,Wiley University,wileyc.edu,google,ok
230010,Bridgerland Technical College,btech.edu,google,ok
230038,Brigham Young University,byu.edu,google,ok
230047,Brigham Young University-Hawaii,byuh.edu,google,ok
230065,Cameo College of Essential Beauty,cameocollege.com,google,ok
230144,Collectiv Academy,collectivacademy.com,google,ok
230162,Davis Technical College,davistech.edu,wikipedia,ok
230171,Utah Tech University,utahtech.edu,duckduckgo,ok
230199,Evans Hairstyling College-Cedar City,evanshairstylingcollegecedar.com,placeholder,ok
230205,Evans Hairstyling College-St George,evanscollege.com,placeholder,ok
230214,Paul Mitchell the School-Salt Lake City,paulmitchell.edu,google,ok
230366,Eagle Gate College-Murray,eaglegatecollege.edu,google,ok
230418,Ensign College,ensign.edu,duckduckgo,ok
230490,Ogden-Weber Technical College,otech.edu,google,ok
230597,Snow College,snow.edu,google,ok
230603,Southern Utah University,suu.edu,duckduckgo,ok
230676,Uintah Basin Technical College,ubtech.edu,google,ok
230728,Utah State University,usu.edu,google,ok
230737,Utah Valley University,uvu.edu,placeholder,ok
230746,Salt Lake Community College,slcc.edu,google,ok
230764,University of Utah,utah.edu,wikipedia,ok
230782,Weber State University,weber.edu,google,ok
230807,Westminster University,westminstercollege.edu,duckduckgo,ok
230816,Bennington College,bennington.edu,placeholder,ok
230852,Champlain College,champlain.edu,google,ok
230861,Community College of Vermont,ccv.edu,google,ok
230889,Goddard College,,wikipedia,ok
230959,Middlebury College,middlebury.edu,placeholder,ok
230995,Norwich University,norwich.edu,google,ok
231004,O'Briens Aveda Institute,obriensavedainstitute.org,google,ok
231059,Saint Michael's College,smcvt.edu,google,ok
231068,SIT Graduate Institute,sit.edu,google,ok
231095,Sterling College,sterlingcollege.edu,google,ok
231147,Vermont Law and Graduate School,vermontlaw.edu,google,ok
231156,Vermont State Colleges-Office of the Chancellor,vsc.edu,placeholder,ok
231165,Vermont State University,vermontstate.edu,google,ok
231174,University of Vermont,uvm.edu,google,ok
231280,Paul Mitchell the School-Roanoke,paulmitchell.edu,google,ok
231411,Advanced Technology Institute,auto.edu,google,ok
231420,Averett University,averett.edu,google,ok
231536,Blue Ridge Community College,brcc.edu,google,ok
231554,Bluefield University,bluefield.edu,google,ok
231581,Bridgewater College,bridgewater.edu,google,ok
231624,William & Mary,wm.edu,google,ok
231651,Regent University,regent.edu,google,ok
231688,Central School of Practical Nursing,npsk12.com,placeholder,ok
231697,Central Virginia Community College,centralvirginia.edu,google,ok
231712,Christopher Newport University,cnu.edu,google,ok
231785,Bryant & Stratton College-Virginia Beach,bryantstratton.edu,google,ok
231873,Mountain Gateway Community College,mgcc.edu,placeholder,ok
231882,Danville Community College,danville.edu,google,ok
231970,Eastern Virginia Medical School,evms.edu,wikipedia,ok
232016,Centura College-Virginia Beach,centuracollege.edu,google,ok
232025,Emory & Henry University,emoryhenry.edu,google,ok
232043,Eastern Mennonite University,emu.edu,google,ok
232052,Eastern Shore Community College,es.vccs.edu,google,ok
232089,Ferrum College,ferrum.edu,google,ok
232186,George Mason University,gmu.edu,google,ok
232195,Germanna Community College,germanna.edu,google,ok
232256,Hampden-Sydney College,hsc.edu,google,ok
232265,Hampton University,hamptonu.edu,google,ok
232308,Hollins University,hollins.edu,duckduckgo,ok
232414,J Sargeant Reynolds Community College,reynolds.edu,duckduckgo,ok
232423,James Madison University,jmu.edu,google,ok
232450,Brightpoint Community College,brightpoint.edu,google,ok
232557,Liberty University,liberty.edu,google,ok
232566,Longwood University,longwood.edu,wikipedia,ok
232575,Laurel Ridge Community College,laurelridge.edu,google,ok
232609,University of Lynchburg,lynchburg.edu,google,ok
232618,Centra College,centrahealth.com,google,ok
232672,Mary Baldwin University,marybaldwin.edu,google,ok
232681,University of Mary Washington,umw.edu,google,ok
232706,Marymount University,marymount.edu,google,ok
232724,Sovah School of Health Professions,sovahhealth.com,google,ok
232788,Mountain Empire Community College,mecc.edu,google,ok
232797,American National University,an.edu,google,ok
232867,New River Community College,nr.edu,wikipedia,ok
232885,Sentara College of Health Sciences,sentara.edu,placeholder,ok
232919,Tidewater Tech-Trades,tidewatertechtrades.edu,google,ok
232937,Norfolk State University,nsu.edu,wikipedia,ok
232946,Northern Virginia Community College,nvcc.edu,google,ok
232982,Old Dominion University,odu.edu,placeholder,ok
233019,Patrick & Henry Community College,patrickhenry.edu,duckduckgo,ok
233037,Paul D Camp Community College,pdc.edu,placeholder,ok
233082,Southside College of Health Sciences,schs.edu,google,ok
233116,Piedmont Virginia Community College,pvcc.edu,placeholder,ok
233277,Radford University,radford.edu,google,ok
233286,Sylvain Melloul International Hair Academy,smiha.edu,google,ok
233295,Randolph-Macon College,rmc.edu,google,ok
233301,Randolph College,randolphcollege.edu,google,ok
233310,Rappahannock Community College,rappahannock.edu,google,ok
233329,Fortis College-Norfolk,fortis.edu,placeholder,ok
233338,Richard Bland College,rbc.edu,google,ok
233356,Bon Secours Memorial College of Nursing,bsmcon.edu,placeholder,ok
233374,University of Richmond,richmond.edu,google,ok
233408,Riverside College of Health Careers,riversideonline.com,google,ok
233426,Roanoke College,roanoke.edu,google,ok
233480,Bon Secours St Mary's Hospital School of Medical Imaging,smhsomi.edu,google,ok
233541,Shenandoah University,su.edu,google,ok
233602,Southeastern Free Will Baptist Bible College,sfwbc.edu,google,ok
233611,Southern Virginia University,svu.edu,google,ok
233639,Southside Virginia Community College,southside.edu,google,ok
233648,Southwest Virginia Community College,sw.edu,google,ok
233666,Staunton School of Cosmetology,hairstylingschool.com,google,ok
233684,Strayer University-Virginia,strayer.edu,google,ok
233718,Sweet Briar College,sbc.edu,google,ok
233754,Virginia Peninsula Community College,vpcc.edu,google,ok
233772,Tidewater Community College,tcc.edu,google,ok
233842,Union Presbyterian Seminary,upsem.edu,google,ok
233897,University of Virginia's College at Wise,uvawise.edu,google,ok
233903,Virginia Highlands Community College,vhcc.edu,duckduckgo,ok
233921,Virginia Polytechnic Institute and State University,vt.edu,google,ok
233949,Virginia Western Community College,virginiawestern.edu,google,ok
234030,Virginia Commonwealth University,vcu.edu,google,ok
234076,University of Virginia-Main Campus,virginia.edu,google,ok
234085,Virginia Military Institute,vmi.edu,google,ok
234119,Asher Institute of Hampton,aiofhampton.edu,placeholder,ok
234137,Virginia University of Lynchburg,vul.edu,google,ok
234155,Virginia State University,vsu.edu,placeholder,ok
234164,Virginia Union University,vuu.edu,google,ok
234173,Virginia Wesleyan University,vwu.edu,google,ok
234207,Washington and Lee University,wlu.edu,google,ok
234377,Wytheville Community College,wcc.vccs.edu,placeholder,ok
234669,Bellevue College,bellevuecollege.edu,google,ok
234696,Bellingham Technical College,btc.edu,placeholder,ok
234711,Big Bend Community College,bigbend.edu,google,ok
234827,Central Washington University,cwu.edu,google,ok
234845,Centralia College,centralia.edu,placeholder,ok
234915,City University of Seattle,cityu.edu,google,ok
234924,Paul Mitchell the School-Richland,paulmitchell.edu,google,ok
234933,Clark College,clark.edu,google,ok
234951,Clover Park Technical College,cptc.edu,google,ok
234979,Columbia Basin College,columbiabasin.edu,duckduckgo,ok
235024,Cornish College of the Arts,cornish.edu,google,ok
235088,Divers Institute of Technology,diversinstitute.edu,google,ok
235097,Eastern Washington University,ewu.edu,google,ok
235103,Edmonds College,edmonds.edu,google,ok
235149,Everett Community College,everettcc.edu,google,ok
235167,The Evergreen State College,evergreen.edu,google,ok
235237,Pierce College District,pierce.ctc.edu,google,ok
235307,Glen Dow Academy of Hair Design,,placeholder,ok
235316,Gonzaga University,gonzaga.edu,google,ok
235334,Grays Harbor College,ghc.edu,placeholder,ok
235343,Green River College,greenriver.edu,google,ok
235352,Toni & Guy Hairdressing Academy-Shoreline,evergreenbeauty.edu,google,ok
235422,Heritage University,heritage.edu,google,ok
235431,Highline College,highline.edu,placeholder,ok
235501,International Air and Hospitality Academy,aha.edu,placeholder,ok
235547,Bastyr University,bastyr.edu,google,ok
235671,Bates Technical College,batestech.edu,google,ok
235699,Lake Washington Institute of Technology,lwtech.edu,placeholder,ok
235750,Lower Columbia College,lowercolumbia.edu,placeholder,ok
236018,BJ's Beauty & Barber College,5733-bjscollege.wpnet.stylenet.com,google,ok
236072,North Seattle College,northseattle.edu,google,ok
236133,Northwest University,northwestu.edu,google,ok
236188,Olympic College,olympic.edu,placeholder,ok
236212,Perry Technical Institute,perrytech.edu,google,ok
236230,Pacific Lutheran University,plu.edu,google,ok
236258,Peninsula College,pencol.edu,placeholder,ok
236328,University of Puget Sound,pugetsound.edu,wikipedia,ok
236382,Renton Technical College,rtc.edu,placeholder,ok
236452,Saint Martin's University,stmartin.edu,wikipedia,ok
236504,South Seattle College,southseattle.edu,google,ok
236513,Seattle Central College,seattlecentral.edu,google,ok
236577,Seattle Pacific University,spu.edu,google,ok
236595,Seattle University,seattleu.edu,google,ok
236610,Shoreline Community College,shoreline.edu,google,ok
236638,Skagit Valley College,skagit.edu,google,ok
236656,South Puget Sound Community College,spscc.edu,google,ok
236692,Spokane Community College,scc.spokane.edu,google,ok
236708,Spokane Falls Community College,sfcc.spokane.edu,google,ok
236744,Stylemaster College of Hair Design,stylemasters.edu,google,ok
236753,Tacoma Community College,tacomacc.edu,google,ok
236887,Walla Walla Community College,wwcc.edu,google,ok
236896,Walla Walla University,wallawalla.edu,google,ok
236939,Washington State University,wsu.edu,google,ok
236948,University of Washington-Seattle Campus,washington.edu,wikipedia,ok
236975,Wenatchee Valley College,wvc.edu,google,ok
237011,Western Washington University,wwu.edu,google,ok
237039,Whatcom Community College,whatcom.edu,placeholder,ok
237057,Whitman College,whitman.edu,google,ok
237066,Whitworth University,whitworth.edu,google,ok
237109,Yakima Valley College,yvcc.edu,google,ok
237127,Appalachian Beauty School,appalachianbeautyschool.com,google,ok
237136,Appalachian Bible College,abc.edu,google,ok
237145,B M Spurr School of Practical Nursing,wvumedicine.org,google,ok
237172,Ben Franklin Career Center,bf.kana.k12.wv.us,google,ok
237181,Bethany College,bethanywv.edu,google,ok
237215,Bluefield State University,bluefieldstate.edu,google,ok
237242,Cabell County Career Technology Center,cabellschools.com,google,ok
237303,Charleston School of Beauty Culture,wvcsbc.net,placeholder,ok
237312,University of Charleston,ucwv.edu,google,ok
237321,Clarksburg Beauty Academy and School of Massage Therapy,clarksburgbeautyacademywv.com,placeholder,ok
237330,Concord University,concord.edu,google,ok
237358,Davis & Elkins College,dewv.edu,duckduckgo,ok
237367,Fairmont State University,fairmontstate.edu,google,ok
237385,Glenville State University,glenville.edu,wikipedia,ok
237437,Huntington Junior College,hjc.edu,google,ok
237473,James Rumsey Technical Institute,jamesrumsey.com,google,ok
237491,Ralph R Willis Career and Technical Center,rrw.logancountyschoolswv.com,placeholder,ok
237525,Marshall University,marshall.edu,google,ok
237543,Mercer County Technical Education Center,mercercountyschools.sites.thrillshare.com,duckduckgo,ok
237561,Monongalia County Technical Education Center,mtec.mono.k12.wv.us,google,ok
237570,Morgantown Beauty College Inc,morgantownbeautycollege.edu,google,ok
237686,West Virginia University at Parkersburg,wvup.edu,duckduckgo,ok
237701,Potomac State College of West Virginia University,potomacstatecollege.edu,google,ok
237729,Academy of Careers and Technology,wvact.net,placeholder,ok
237783,Salem University,salemu.edu,duckduckgo,ok
237792,Shepherd University,shepherd.edu,google,ok
237817,Southern West Virginia Community and Technical College,southernwv.edu,duckduckgo,ok
237844,Fred W Eberle Technical Center,fetc.edu,google,ok
237880,West Virginia School of Osteopathic Medicine,wvsom.edu,google,ok
237899,West Virginia State University,wvstateu.edu,google,ok
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,wvumedicine.org,google,ok
237932,West Liberty University,westliberty.edu,google,ok
237950,West Virginia University Institute of Technology,wvutech.edu,google,ok
237969,West Virginia Wesleyan College,wvwc.edu,google,ok
237987,West Virginia Junior College-Charleston,wvjc.edu,placeholder,ok
237996,West Virginia Junior College-Morgantown,wvjc.edu,placeholder,ok
238005,International Beauty School 4,theinternationalbeautyschool.com,google,ok
238014,West Virginia Northern Community College,wvncc.edu,google,ok
238032,West Virginia University,wvu.edu,google,ok
238078,Wheeling University,wheeling.edu,google,ok
238096,Wood County Technical Center-Practical Nursing,woodcountyschoolswv.com,google,ok
238175,VICI Beauty School,vicibeautyschool.com,google,ok
238193,Alverno College,alverno.edu,google,ok
238263,Madison Area Technical College,madisoncollege.edu,google,ok
238324,Bellin College,bellincollege.edu,google,ok
238333,Beloit College,beloit.edu,google,ok
238397,Blackhawk Technical College,blackhawk.edu,google,ok
238458,Carroll University,carrollu.edu,wikipedia,ok
238476,Carthage College,carthage.edu,google,ok
238616,Concordia University-Wisconsin,cuw.edu,wikipedia,ok
238661,Edgewood College,edgewood.edu,google,ok
238722,Fox Valley Technical College,fvtc.edu,google,ok
238759,Gateway Technical College,gtc.edu,google,ok
238810,The Professional Hair Design Academy,phdacademy.edu,duckduckgo,ok
238980,Lakeland University,lakeland.edu,wikipedia,ok
239008,Lakeshore Technical College,gotoltc.edu,google,ok
239017,Lawrence University,lawrence.edu,wikipedia,ok
239071,Maranatha Baptist University,mbu.edu,google,ok
239080,Marian University,marianuniversity.edu,google,ok
239105,Marquette University,marquette.edu,wikipedia,ok
239169,Medical College of Wisconsin,mcw.edu,wikipedia,ok
239220,Mid-State Technical College,mstc.edu,google,ok
239248,Milwaukee Area Technical College,matc.edu,google,ok
239309,Milwaukee Institute of Art & Design,miad.edu,google,ok
239318,Milwaukee School of Engineering,msoe.edu,google,ok
239372,Moraine Park Technical College,morainepark.edu,duckduckgo,ok
239390,Mount Mary University,mtmary.edu,google,ok
239424,Nashotah House,nashotah.edu,google,ok
239442,Nicolet Area Technical College,nicoletcollege.edu,placeholder,ok
239460,Northcentral Technical College,ntc.edu,google,ok
239488,Northeast Wisconsin Technical College,nwtc.edu,google,ok
239512,Northland College,northland.edu,google,ok
239628,Ripon College,ripon.edu,google,ok
239637,Sacred Heart Seminary and School of Theology,shsst.edu,google,ok
239716,Saint Norbert College,snc.edu,google,ok
239877,State College of Beauty Culture,statecollegeofbeauty.com,google,ok
239910,Southwest Wisconsin Technical College,swtc.edu,placeholder,ok
240107,Viterbo University,viterbo.edu,google,ok
240116,Chippewa Valley Technical College,cvtc.edu,placeholder,ok
240125,Waukesha County Technical College,wctc.edu,google,ok
240170,Western Technical College,westerntc.edu,google,ok
240189,University of Wisconsin-Whitewater,uww.edu,google,ok
240198,Northwood Technical College,northwoodtech.edu,google,ok
240213,Wisconsin School of Professional Psychology,wspp.edu,google,ok
240268,University of Wisconsin-Eau Claire,uwec.edu,google,ok
240277,University of Wisconsin-Green Bay,uwgb.edu,google,ok
240329,University of Wisconsin-La Crosse,uwlax.edu,google,ok
240338,Wisconsin Lutheran College,wlc.edu,google,ok
240365,University of Wisconsin-Oshkosh,uwosh.edu,google,ok
240374,University of Wisconsin-Parkside,uwp.edu,google,ok
240392,Herzing University-Madison,herzing.edu,google,ok
240417,University of Wisconsin-Stout,uwstout.edu,google,ok
240426,University of Wisconsin-Superior,uwsuper.edu,google,ok
240435,University of Wisconsin-System Administration,wisconsin.edu,google,ok
240444,University of Wisconsin-Madison,wisc.edu,google,ok
240453,University of Wisconsin-Milwaukee,uwm.edu,google,ok
240462,University of Wisconsin-Platteville,uwplatt.edu,google,ok
240471,University of Wisconsin-River Falls,uwrf.edu,google,ok
240480,University of Wisconsin-Stevens Point,uwsp.edu,google,ok
240505,Casper College,caspercollege.edu,google,ok
240514,Central Wyoming College,cwc.edu,google,ok
240596,Eastern Wyoming College,ewc.wy.edu,google,ok
240620,Laramie County Community College,lccc.wy.edu,placeholder,ok
240657,Northwest College,nwc.edu,google,ok
240666,Northern Wyoming Community College District,sheridan.edu,google,ok
240693,Western Wyoming Community College,westernwyoming.edu,google,ok
240709,Cheeks Beauty Academy,cheeksusa.com,placeholder,ok
240718,WyoTech,wyotech.edu,google,ok
240727,University of Wyoming,uwyo.edu,google,ok
240736,American Samoa Community College,amsamoa.edu,google,ok
240745,Guam Community College,guamcc.edu,google,ok
240754,University of Guam,uog.edu,google,ok
240790,Northern Marianas College,marianas.edu,wikipedia,ok
240879,Institute of Beauty Careers,ibcbelleza.com,google,ok
241100,American University of Puerto Rico,,wikipedia,ok
241146,American Educational College,amedcopr.com,duckduckgo,ok
241182,Antilles School of Technical Careers,antillespr.edu,google,ok
241191,Universidad Adventista de las Antillas,uaa.edu,google,ok
241216,Atlantic University,atlanticu.edu,google,ok
241225,Universidad Central de Bayamon,ucb.edu.pr,google,ok
241304,Columbia Central University-Caguas,columbiacentral.edu,google,ok
241331,Albizu University-San Juan,albizu.edu,google,ok
241377,Caribbean University-Bayamon,caribbean.edu,google,ok
241386,Caribbean University-Carolina,caribbean.edu,google,ok
241395,Pontifical Catholic University of Puerto Rico-Arecibo,pucpr.edu,duckduckgo,ok
241410,Pontifical Catholic University of Puerto Rico-Ponce,pucpr.edu,duckduckgo,ok
241517,CEM College-San Juan,cemcollege.edu,google,ok
241614,Universidad Teologica del Caribe,utcpr.edu,placeholder,ok
241720,Colegio Universitario de San Juan,cunisanjuan.edu,google,ok
241739,Universidad Ana G. Mendez-Cupey Campus,uagm.edu,google,ok
241766,Puerto Rico Conservatory of Music,cmpr.edu,google,ok
241793,Center for Advanced Studies On Puerto Rico and the Caribbean,ceaprc.edu,placeholder,ok
241836,EDP University of Puerto Rico Inc-San Sebastian,edpuniversity.edu,google,ok
241906,Emma's Beauty Academy-Mayaguez,emmasbeautyacademy.net,google,ok
241951,Escuela de Artes Plasticas y Diseno de Puerto Rico,eap.edu,google,ok
242042,Instituto Tecnologico de Puerto Rico-Recinto de Manati,itec.pr,placeholder,ok
242060,Sistema Universitario Ana G. Mendez,uagm.edu,google,ok
242112,Huertas College,huertas.edu,google,ok
242121,Humacao Community College,hccpr.edu,placeholder,ok
242130,ICPR Junior College-Arecibo,icprjc.edu,google,ok
242149,ICPR Junior College-Mayaguez,icprjc.edu,google,ok
242556,Instituto Tecnologico de Puerto Rico-Recinto de Guayama,de.gov,google,ok
242583,Instituto Tecnologico de Puerto Rico-Recinto de San Juan,instituto-tecnologico-de-puerto-rico-1.jimdosite.com,google,ok
242617,Inter American University of Puerto Rico-San German,sg.inter.edu,wikipedia,ok
242626,Inter American University of Puerto Rico-Aguadilla,aguadilla.inter.edu,google,ok
242635,Inter American University of Puerto Rico-Arecibo,arecibo.inter.edu,wikipedia,ok
242644,Inter American University of Puerto Rico-Barranquitas,br.inter.edu,google,ok
242653,Inter American University of Puerto Rico-Metro,metro.inter.edu,google,ok
242662,Inter American University of Puerto Rico-Ponce,ponce.inter.edu,wikipedia,ok
242671,Inter American University of Puerto Rico-Central Office,inter.edu,google,ok
242680,Inter American University of Puerto Rico-Fajardo,fajardo.inter.edu,wikipedia,ok
242699,Inter American University of Puerto Rico-Guayama,guayama.inter.edu,wikipedia,ok
242705,Inter American University of Puerto Rico-Bayamon,bayamon.inter.edu,wikipedia,ok
242723,Inter American University of Puerto Rico-School of Law,derecho.inter.edu,google,ok
242820,Liceo de Arte y Tecnologia,liceo.edu,google,ok
242945,Modern Hairstyling Institute-Bayamon,modern.edu,google,ok
242954,Modern Hairstyling Institute-Arecibo,modern.edu,google,ok
242972,NUC University,nuc.edu,google,ok
243081,Ponce Health Sciences University,psm.edu,google,ok
243106,University of Puerto Rico-Aguadilla,uprag.edu,google,ok
243115,University of Puerto Rico-Arecibo,upra.edu,google,ok
243133,University of Puerto Rico-Bayamon,uprb.edu,placeholder,ok
243142,University of Puerto Rico-Carolina,uprc.edu,placeholder,ok
243151,University of Puerto Rico at Cayey,cayey.upr.edu,placeholder,ok
243160,University of Puerto Rico-Central Administration,upr.edu,google-favicon-256,ok
243179,University of Puerto Rico-Humacao,upr.edu,google-favicon-256,ok
243188,University of Puerto Rico-Utuado,uprutuado.edu,placeholder,ok
243197,University of Puerto Rico-Mayaguez,uprm.edu,google,ok
243203,University of Puerto Rico-Medical Sciences,rcm.upr.edu,placeholder,ok
243212,University of Puerto Rico at Ponce,uprp.edu,placeholder,ok
243221,University of Puerto Rico-Rio Piedras,uprrp.edu,google,ok
243346,Universidad Ana G. Mendez-Carolina Campus,uagm.edu,google,ok
243443,Universidad del Sagrado Corazon,sagrado.edu,google,ok
243498,Seminario Evangelico de Puerto Rico,se-pr.edu,google,ok
243568,Universidad Central Del Caribe,uccaribe.edu,duckduckgo,ok
243577,Universidad Politecnica de Puerto Rico,pupr.edu,placeholder,ok
